citation,processed_text
Mark 9:20,brought unto saw straightway spirit tare fell ground wallowed foaming
Mark 9:21,asked father long ago since came unto said child
Mark 9:22,ofttimes hath cast fire waters destroy thou canst thing compassion us help us
Mark 9:23,jesus said unto thou canst believe things possible believeth
Mark 9:24,straightway father child cried said tears lord believe help thou mine unbelief
Mark 9:25,jesus saw people came running together rebuked foul spirit saying unto thou dumb deaf spirit charge thee come enter
Mark 9:26,spirit cried rent sore came one dead insomuch many said dead
Mark 9:27,jesus took hand lifted arose
Mark 9:28,come house disciples asked privately could cast
Mark 9:29,said unto kind come forth nothing prayer fasting
Mark 9:30,departed thence passed galilee would man know
Mark 9:31,taught disciples said unto son man delivered hands men shall kill killed shall rise third day
Mark 9:32,understood saying afraid ask
Mark 9:33,came capernaum house asked ye disputed among way
Mark 9:34,held peace way disputed among greatest
Mark 9:35,sat called twelve saith unto man desire first shall last servant
Mark 9:36,took child set midst taken arms said unto
Mark 9:37,whosoever shall receive one children name receiveth whosoever shall receive receiveth sent
Mark 9:38,john answered saying master saw one casting devils thy name followeth us forbad followeth us
Mark 9:39,jesus said forbid man shall miracle name lightly speak evil
Mark 9:40,us part
Mark 9:41,whosoever shall give cup water drink name ye belong christ verily say unto shall lose reward
Mark 9:42,whosoever shall offend one little ones believe better millstone hanged neck cast sea
Mark 9:43,thy hand offend thee cut better thee enter life maimed two hands go hell fire never shall quenched
Mark 9:44,worm dieth fire quenched
Mark 9:45,thy foot offend thee cut better thee enter halt life two feet cast hell fire never shall quenched
Mark 9:46,worm dieth fire quenched
Mark 9:47,thine eye offend thee pluck better thee enter kingdom god one eye two eyes cast hell fire
Mark 9:48,worm dieth fire quenched
Mark 9:49,every one shall salted fire every sacrifice shall salted salt
Mark 9:50,salt good salt lost saltness wherewith ye season salt peace one another
Mark 10:1,arose thence cometh coasts judaea farther side jordan people resort unto wont taught
Mark 10:2,pharisees came asked lawful man put away wife tempting
Mark 10:3,answered said unto moses command
Mark 10:4,said moses suffered write bill divorcement put away
Mark 10:5,jesus answered said unto hardness heart wrote precept
Mark 10:6,beginning creation god made male female
Mark 10:7,cause shall man leave father mother cleave wife
Mark 10:8,twain shall one flesh twain one flesh
Mark 10:9,therefore god hath joined together let man put asunder
Mark 10:10,house disciples asked matter
Mark 10:11,saith unto whosoever shall put away wife marry another committeth adultery
Mark 10:12,woman shall put away husband married another committeth adultery
Mark 10:13,brought young children touch disciples rebuked brought
Mark 10:14,jesus saw much displeased said unto suffer little children come unto forbid kingdom god
Mark 10:15,verily say unto whosoever shall receive kingdom god little child shall enter therein
Mark 10:16,took arms put hands upon blessed
Mark 10:17,gone forth way came one running kneeled asked good master shall may inherit eternal life
Mark 10:18,jesus said unto callest thou good none good one god
Mark 10:19,thou knowest commandments commit adultery kill steal bear false witness defraud honour thy father mother
Mark 10:20,answered said unto master observed youth
Mark 10:21,jesus beholding loved said unto one thing thou lackest go thy way sell whatsoever thou hast give poor thou shalt treasure heaven come take cross follow
Mark 10:22,sad saying went away grieved great possessions
Mark 10:23,jesus looked round saith unto disciples hardly shall riches enter kingdom god
Mark 10:24,disciples astonished words jesus answereth saith unto children hard trust riches enter kingdom god
Mark 10:25,easier camel go eye needle rich man enter kingdom god
Mark 10:26,astonished measure saying among saved
Mark 10:27,jesus looking upon saith men impossible god god things possible
Mark 10:28,peter began say unto lo left followed thee
Mark 10:29,jesus answered said verily say unto man hath left house brethren sisters father mother wife children lands sake gospel
Mark 10:30,shall receive hundredfold time houses brethren sisters mothers children lands persecutions world come eternal life
Mark 10:31,many first shall last last first
Mark 10:32,way going jerusalem jesus went amazed followed afraid took twelve began tell things happen unto
Mark 10:33,saying behold go jerusalem son man shall delivered unto chief priests unto scribes shall condemn death shall deliver gentiles
Mark 10:34,shall mock shall scourge shall spit upon shall kill third day shall rise
Mark 10:35,james john sons zebedee come unto saying master would thou shouldest us whatsoever shall desire
Mark 10:36,said unto would ye
Mark 10:37,said unto grant unto us may sit one thy right hand thy left hand thy glory
Mark 10:38,jesus said unto ye know ye ask ye drink cup drink baptized baptism baptized
Mark 10:39,said unto jesus said unto ye shall indeed drink cup drink baptism baptized withal shall ye baptized
Mark 10:40,sit right hand left hand mine give shall given prepared
Mark 10:41,ten heard began much displeased james john
Mark 10:42,jesus called saith unto ye know accounted rule gentiles exercise lordship great ones exercise authority upon
Mark 10:43,shall among whosoever great among shall minister
Mark 10:44,whosoever chiefest shall servant
Mark 10:45,even son man came ministered unto minister give life ransom many
Mark 10:46,came jericho went jericho disciples great number people blind bartimaeus son timaeus sat highway side begging
Mark 10:47,heard jesus nazareth began cry say jesus thou son david mercy
Mark 10:48,many charged hold peace cried great deal thou son david mercy
Mark 10:49,jesus stood still commanded called call blind man saying unto good comfort rise calleth thee
Mark 10:50,casting away garment rose came jesus
Mark 10:51,jesus answered said unto wilt thou unto thee blind man said unto lord might receive sight
Mark 10:52,jesus said unto go thy way thy faith hath made thee whole immediately received sight followed jesus way
Mark 11:1,came nigh jerusalem unto bethphage bethany mount olives sendeth forth two disciples
Mark 11:2,saith unto go way village soon ye entered ye shall find colt tied whereon never man sat loose bring
Mark 11:3,man say unto ye say ye lord hath need straightway send hither
Mark 11:4,went way found colt tied door without place two ways met loose
Mark 11:5,certain stood said unto ye loosing colt
Mark 11:6,said unto even jesus commanded let go
Mark 11:7,brought colt jesus cast garments sat upon
Mark 11:8,many spread garments way others cut branches trees strawed way
Mark 11:9,went followed cried saying hosanna blessed cometh name lord
Mark 11:10,blessed kingdom father david cometh name lord hosanna highest
Mark 11:11,jesus entered jerusalem temple looked round upon things eventide come went unto bethany twelve
Mark 11:12,morrow come bethany hungry
Mark 11:13,seeing fig tree afar leaves came haply might find thing thereon came found nothing leaves time figs yet
Mark 11:14,jesus answered said unto man eat fruit thee hereafter ever disciples heard
Mark 11:15,come jerusalem jesus went temple began cast sold bought temple overthrew tables moneychangers seats sold doves
Mark 11:16,would suffer man carry vessel temple
Mark 11:17,taught saying unto written house shall called nations house prayer ye made den thieves
Mark 11:18,scribes chief priests heard sought might destroy feared people astonished doctrine
Mark 11:19,even come went city
Mark 11:20,morning passed saw fig tree dried roots
Mark 11:21,peter calling remembrance saith unto master behold fig tree thou cursedst withered away
Mark 11:22,jesus answering saith unto faith god
Mark 11:23,verily say unto whosoever shall say unto mountain thou removed thou cast sea shall doubt heart shall believe things saith shall come pass shall whatsoever saith
Mark 11:24,therefore say unto things soever ye desire ye pray believe ye receive ye shall
Mark 11:25,ye stand praying forgive ye ought father also heaven may forgive trespasses
Mark 11:26,ye forgive neither father heaven forgive trespasses
Mark 11:27,come jerusalem walking temple come chief priests scribes elders
Mark 11:28,say unto authority doest thou things gave thee authority things
Mark 11:29,jesus answered said unto also ask one question answer tell authority things
Mark 11:30,baptism john heaven men answer
Mark 11:31,reasoned saying shall say heaven say ye believe
Mark 11:32,shall say men feared people men counted john prophet indeed
Mark 11:33,answered said unto jesus tell jesus answering saith unto neither tell authority things
Mark 12:1,began speak unto parables certain man planted vineyard set hedge digged place winefat built tower let husbandmen went far country
Mark 12:2,season sent husbandmen servant might receive husbandmen fruit vineyard
Mark 12:3,caught beat sent away empty
Mark 12:4,sent unto another servant cast stones wounded head sent away shamefully handled
Mark 12:5,sent another killed many others beating killing
Mark 12:6,yet therefore one son wellbeloved sent also last unto saying reverence son
Mark 12:7,husbandmen said among heir come let us kill inheritance shall
Mark 12:8,took killed cast vineyard
Mark 12:9,shall therefore lord vineyard come destroy husbandmen give vineyard unto others
Mark 12:10,ye read scripture stone builders rejected become head corner
Mark 12:11,lord marvellous eyes
Mark 12:12,sought lay hold feared people knew spoken parable left went way
Mark 12:13,send unto certain pharisees herodians catch words
Mark 12:14,come say unto master know thou art true carest man thou regardest person men teachest way god truth lawful give tribute caesar
Mark 12:15,shall give shall give knowing hypocrisy said unto tempt ye bring penny may see
